bucket,row_idx,dosage_form,all_excipients_in_formulation,target_excipient_unii,target_excipient_name,assigned_role,confidence,n_candidates,n_samples_backing_prior,your_verdict_correct_y_n
LOW_CONF,2269,CAPSULE,"METHACRYLIC ACID AND ETHYL ACRYLATE COPOLYMER; SUCROSE; STARCH, CORN; DIBUTYL SEBACATE; MAGNESIUM STEARATE; TALC; METHACRYLIC ACID - METHYL METHACRYLATE COPOLYMER (1:2); COPOVIDONE K25-31; SILICON DIOXIDE; TITANIUM DIOXIDE; GELATIN; D&C RED NO. 28; D&C YELLOW NO. 10; FD&C RED NO. 40; FD&C GREEN NO. 3; AMMONIA; FERROSOFERRIC OXIDE; POTASSIUM HYDROXIDE; PROPYLENE GLYCOL; SHELLAC",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,2685,CAPSULE,"CROSCARMELLOSE SODIUM; Isomalt; MAGNESIUM STEARATE; GELATIN; TITANIUM DIOXIDE; FERROSOFERRIC OXIDE; BROWN IRON OXIDE; PROPYLENE GLYCOL; SHELLAC; SILICON DIOXIDE; MANNITOL; CELLULOSE, MICROCRYSTALLINE; POVIDONE; SODIUM STEARYL FUMARATE; POLYETHYLENE GLYCOL; POLYVINYL ALCOHOL; TALC; FERRIC OXIDE YELLOW; FD&C YELLOW NO. 6; HEMATITE",S870P55O2W,Isomalt,granulation_aid,0.0,1,0,
LOW_CONF,2790,TABLET,"POLOXAMER 407; MANNITOL; MAGNESIUM STEARATE; HYDROXYPROPYL CELLULOSE (1600000 WAMW); TALC; COPOVIDONE K25-31; CROSPOVIDONE; SILICON DIOXIDE; HYPROMELLOSE, UNSPECIFIED; TITANIUM DIOXIDE; POLYETHYLENE GLYCOL, UNSPECIFIED",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,4084,"TABLET, FILM COATED",ANHYDROUS DIBASIC CALCIUM PHOSPHATE; TITANIUM DIOXIDE; POLYETHYLENE GLYCOL 3350; SILICON DIOXIDE; SORBITAN MONOLAURATE; SODIUM STEARYL FUMARATE; POLYETHYLENE GLYCOL 400; polysorbate 80; HYPROMELLOSES; HYDROXYPROPYL CELLULOSE (1600000 WAMW); COPOVIDONE K25-31; TALC,D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,4349,TABLET,"ALGINIC ACID; STARCH, CORN; HEMATITE; COPOVIDONE K25-31; MAGNESIUM STEARATE; POVIDONE, UNSPECIFIED; SODIUM ALGINATE",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,4963,TABLET,"polysorbate 80; STARCH, CORN; COPOVIDONE K25-31; POLOXAMER 407; MAGNESIUM STEARATE; POLYETHYLENE GLYCOL, UNSPECIFIED; HYPROMELLOSES; TALC; TITANIUM DIOXIDE; WATER; D&C YELLOW NO. 10; MANNITOL; FD&C RED NO. 40; SODIUM LAURYL SULFATE; GELATIN, UNSPECIFIED",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,5138,"TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE; SODIUM CHLORIDE; CELLULOSE ACETATE; POLYETHYLENE GLYCOL; POVIDONE; TALC; HYPROMELLOSE; CROSCARMELLOSE SODIUM; COPOVIDONE; TITANIUM DIOXIDE; MAGNESIUM STEARATE; SILICON DIOXIDE; FD&C BLUE NO. 1; ALUMINUM OXIDE; ACETONE; ISOPROPYL ALCOHOL; METHYL ALCOHOL; METHYLENE CHLORIDE; WATER",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,5174,"TABLET, FILM COATED","HYDROXYPROPYL CELLULOSE, LOW SUBSTITUTED; HYDROXYPROPYL CELLULOSE; MANNITOL; COPOVIDONE; TALC; POLOXAMER 407; MAGNESIUM STEARATE; TITANIUM DIOXIDE; POLYVINYL ALCOHOL; POLYETHYLENE GLYCOLS",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,5233,TABLET,"POLOXAMER 407; CROSPOVIDONE; MANNITOL; MAGNESIUM STEARATE; HYDROXYPROPYL CELLULOSE (1600000 WAMW); TALC; COPOVIDONE K25-31; SILICON DIOXIDE; HYPROMELLOSE, UNSPECIFIED; TITANIUM DIOXIDE; POLYETHYLENE GLYCOL, UNSPECIFIED",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,5738,"TABLET, FILM COATED","LACTOSE MONOHYDRATE; starch, corn; hydroxypropyl cellulose; MAGNESIUM STEARATE; HYPROMELLOSES; copovidone; TITANIUM DIOXIDE; FERRIC OXIDE YELLOW; polyethylene glycol 8000; SHELLAC; FERROSOFERRIC OXIDE",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,5952,TABLET,"LACTOSE, UNSPECIFIED FORM; HYPROMELLOSES; POLYETHYLENE GLYCOL; SODIUM STARCH GLYCOLATE TYPE A POTATO; COPOVIDONE; TITANIUM DIOXIDE; MAGNESIUM STEARATE",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,7024,"TABLET, FILM COATED","TRIBASIC CALCIUM PHOSPHATE; HYDROXYPROPYL CELLULOSE (1600000 WAMW); MICROCRYSTALLINE CELLULOSE; POWDERED CELLULOSE; HYPROMELLOSE 2208 (100000 MPA.S); LACTOSE MONOHYDRATE; MAGNESIUM STEARATE; POLYETHYLENE GLYCOL 400; SUCROSE; ASCORBIC ACID; SUCROSE PALMITATE; HYDROXYETHYL CELLULOSE (100 MPA.S AT 2%); TITANIUM DIOXIDE; HEMATITE; FERRIC OXIDE YELLOW; FERROSOFERRIC OXIDE; POVIDONE, UNSPECIFIED; POLYDEXTROSE; MALTITOL; POLOXAMER 188; PROPYLENE GLYCOL; ISOPROPYL ALCOHOL",3OSQ643ZK5,SUCROSE PALMITATE,granulation_aid,0.0,1,0,
LOW_CONF,7405,CAPSULE,"TALC; LACTOSE MONOHYDRATE; STARCH, CORN; TITANIUM DIOXIDE; GELATIN; PROPYLENE GLYCOL; SHELLAC; FD&C BLUE NO. 2; FERRIC OXIDE YELLOW; HYDROXYPROPYL CELLULOSE, UNSPECIFIED; POLYETHYLENE GLYCOL, UNSPECIFIED; HYDROXYPROPYL CELLULOSE, LOW SUBSTITUTED; COPOVIDONE K25-31; MAGNESIUM STEARATE; POLOXAMER 407; MANNITOL; POLYVINYL ALCOHOL, UNSPECIFIED; CROSPOVIDONE; SILICON DIOXIDE; HYPROMELLOSES",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,7494,"CAPSULE, EXTENDED RELEASE","SUCROSE; Ammonio Methacrylate Copolymer Type B; SILICON DIOXIDE; TALC; TITANIUM DIOXIDE; FD&C BLUE NO. 1; FD&C RED NO. 40; FERROSOFERRIC OXIDE; Gelatin, Unspecified; COPOVIDONE K25-31; SODIUM LAURYL SULFATE; D&C YELLOW NO. 10; FD&C BLUE NO. 2; FD&C YELLOW NO. 6; BUTYL ALCOHOL; PROPYLENE GLYCOL; SHELLAC; FD&C RED NO. 3",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,7624,"TABLET, EXTENDED RELEASE","CELLULOSE, MICROCRYSTALLINE; MAGNESIUM STEARATE; HYPROMELLOSES; COPOVIDONE K25-31; CARBOXYMETHYLCELLULOSE SODIUM; HYPROMELLOSE 2208 (100 MPA.S); SILICON DIOXIDE",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,8399,CAPSULE,"BUTYL ALCOHOL; ALCOHOL; ISOPROPYL ALCOHOL; POTASSIUM HYDROXIDE; PROPYLENE GLYCOL; SHELLAC; MICROCRYSTALLINE CELLULOSE; STARCH, PREGELATINIZED CORN; SILICON DIOXIDE; MAGNESIUM STEARATE; Anhydrous Citric Acid; COPOVIDONE; FD&C RED NO. 40; D&C YELLOW NO. 10; TITANIUM DIOXIDE; SODIUM LAURYL SULFATE; GELATIN; D&C RED NO. 28; AMMONIA; FERROSOFERRIC OXIDE",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,8828,"TABLET, FILM COATED","LACTOSE MONOHYDRATE; STARCH, CORN; HYDROXYPROPYL CELLULOSE (1600000 WAMW); TALC; MAGNESIUM STEARATE; HYPROMELLOSES; TRIACETIN; COPOVIDONE K25-31",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,9165,POWDER,SILICON DIOXIDE; CROSCARMELLOSE SODIUM; Isomalt; MAGNESIUM STEARATE; MANNITOL; MICROCRYSTALLINE CELLULOSE; SUCRALOSE; XANTHAN GUM,S870P55O2W,Isomalt,granulation_aid,0.0,1,0,
LOW_CONF,9305,"CAPSULE, EXTENDED RELEASE",CELLULOSE ACETATE; COPOVIDONE K25-31; CROSCARMELLOSE SODIUM; Dimethylaminoethyl Methacrylate - Butyl Methacrylate - Methyl Methacrylate Copolymer; METHACRYLIC ACID - METHYL METHACRYLATE COPOLYMER (1:1); MAGNESIUM STEARATE; MANNITOL; MICROCRYSTALLINE CELLULOSE; POVIDONE; SODIUM LAURYL SULFATE; TALC; TRIETHYL CITRATE; GELATIN; TITANIUM DIOXIDE; D&C YELLOW NO. 10; HEMATITE; AMMONIA; ALCOHOL; FERROSOFERRIC OXIDE; ISOPROPYL ALCOHOL; BUTYL ALCOHOL; PROPYLENE GLYCOL; SHELLAC; Sodium Hydroxide; FD&C BLUE NO. 1; FERRIC OXIDE YELLOW; FD&C RED NO. 3,D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,9363,CAPSULE,"COPOVIDONE K25-31; POLOXAMER 188; MICROCRYSTALLINE CELLULOSE; SUCCINIC ACID; CROSPOVIDONE; SILICON DIOXIDE; MAGNESIUM STEARATE; GELATIN, UNSPECIFIED; TITANIUM DIOXIDE; HEMATITE; FERRIC OXIDE YELLOW; FERROSOFERRIC OXIDE; SHELLAC; PROPYLENE GLYCOL",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,9386,"CAPSULE, EXTENDED RELEASE","SILICON DIOXIDE; COPOVIDONE K25-31; ETHYLCELLULOSES; GELATIN; HYPROMELLOSE 2910 (5 MPA.S); MICROCRYSTALLINE CELLULOSE; polysorbate 80; POVIDONE K30; SUCROSE; STARCH, CORN; TALC; TITANIUM DIOXIDE; HEMATITE; FERRIC OXIDE YELLOW; AMMONIA; FERROSOFERRIC OXIDE; PROPYLENE GLYCOL; SHELLAC; FD&C BLUE NO. 2",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,9539,"TABLET, FILM COATED","STARCH, CORN; POVIDONE, UNSPECIFIED; MAGNESIUM STEARATE; HYPROMELLOSE 2910 (15 MPA.S); TALC; TITANIUM DIOXIDE; POLYETHYLENE GLYCOL 6000; PROPYLENE GLYCOL; HYPROMELLOSE 2208 (100000 MPA.S); COPOVIDONE K25-31; CARBOXYMETHYLCELLULOSE SODIUM; MICROCRYSTALLINE CELLULOSE",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,9703,"TABLET, FILM COATED","MICROCRYSTALLINE CELLULOSE; ANHYDROUS DIBASIC CALCIUM PHOSPHATE; CROSCARMELLOSE SODIUM; MAGNESIUM STEARATE; HYPROMELLOSE, UNSPECIFIED; COPOVIDONE K25-31; POLYETHYLENE GLYCOL 3350; POLYDEXTROSE; MEDIUM-CHAIN TRIGLYCERIDES; TITANIUM DIOXIDE; FERRIC OXIDE YELLOW; HEMATITE; FERROSOFERRIC OXIDE; WATER",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,10006,TABLET,"SILICON DIOXIDE; Croscarmellose Sodium; Isomalt; MAGNESIUM STEARATE; Polyethylene Glycol 8000; POLYVINYL ALCOHOL, UNSPECIFIED; POWDERED CELLULOSE; TALC; TITANIUM DIOXIDE; FERRIC OXIDE YELLOW; HEMATITE",S870P55O2W,Isomalt,granulation_aid,0.0,1,0,
LOW_CONF,10013,"TABLET, FILM COATED",VITAMIN E POLYETHYLENE GLYCOL SUCCINATE; SILICON DIOXIDE; CROSCARMELLOSE SODIUM; SODIUM STEARYL FUMARATE; HYPROMELLOSE 2910 (15 MPA.S); LACTOSE MONOHYDRATE; POLYETHYLENE GLYCOL 3350; HEMATITE; TITANIUM DIOXIDE; COPOVIDONE K25-31; PROPYLENE GLYCOL MONOCAPRYLATE; FERRIC OXIDE YELLOW,D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
LOW_CONF,10150,CAPSULE,"LACTOSE, UNSPECIFIED FORM; STARCH, CORN; TALC; GELATIN, UNSPECIFIED; TITANIUM DIOXIDE; FD&C BLUE NO. 2; FERRIC OXIDE YELLOW; HEMATITE; POLOXAMER 407; COPOVIDONE K25-31; MAGNESIUM STEARATE; HYDROXYPROPYL CELLULOSE (1600000 WAMW); CANDELILLA WAX; WATER; GLYCERIN; XYLITOL",D9C330MD8B,COPOVIDONE,granulation_aid,0.0,1,0,
HIGH_CONF,1470,"CAPSULE, LIQUID FILLED",GELATIN; GLYCERIN; GLYCINE; TITANIUM DIOXIDE; FD&C BLUE NO. 1; POLYETHYLENE GLYCOL 400; polysorbate 80; MEDIUM-CHAIN TRIGLYCERIDES; ISOPROPYL ALCOHOL; D&C YELLOW NO. 10; Anhydrous Citric Acid; PROPYLENE GLYCOL; SHELLAC; BUTYL ALCOHOL; FERROSOFERRIC OXIDE; AMMONIA; WATER,5138Q19F1X,AMMONIA,alkalizing_agent,0.9645,1,0,
HIGH_CONF,1922,"CAPSULE, LIQUID FILLED","AMMONIA; BUTYL ALCOHOL; BUTYLATED HYDROXYTOLUENE; GLYCERYL MONO- AND DICAPRYLOCAPRATE; DIMETHICONE; HEMATITE; FERRIC OXIDE YELLOW; GELATIN, UNSPECIFIED; GLYCERIN; ISOPROPYL ALCOHOL; MEDIUM-CHAIN TRIGLYCERIDES; PROPYLENE GLYCOL; SHELLAC; TITANIUM DIOXIDE",5138Q19F1X,AMMONIA,alkalizing_agent,0.9645,1,0,
HIGH_CONF,4079,"CAPSULE, LIQUID FILLED",BUTYLATED HYDROXYANISOLE; BUTYLATED HYDROXYTOLUENE; GELATIN; GLYCERIN; MANNITOL; HEMATITE; SORBITOL; TITANIUM DIOXIDE; FERRIC OXIDE YELLOW; AMMONIA; ISOPROPYL ALCOHOL; PROPYLENE GLYCOL; SHELLAC,5138Q19F1X,AMMONIA,alkalizing_agent,0.9645,1,0,
HIGH_CONF,4754,"CAPSULE, LIQUID FILLED",YELLOW WAX; BUTYLATED HYDROXYANISOLE; EDETATE DISODIUM; SOYBEAN OIL; GELATIN; GLYCERIN; SORBITOL; FD&C YELLOW NO. 6; TITANIUM DIOXIDE; .ALPHA.-TOCOPHEROL; SHELLAC; ALCOHOL; ISOPROPYL ALCOHOL; FERROSOFERRIC OXIDE; BUTYL ALCOHOL; PROPYLENE GLYCOL; AMMONIA,5138Q19F1X,AMMONIA,alkalizing_agent,0.9645,1,0,
HIGH_CONF,5190,"CAPSULE, LIQUID FILLED","BUTYLATED HYDROXYANISOLE; BUTYLATED HYDROXYTOLUENE; MEDIUM-CHAIN TRIGLYCERIDES; GLYCERIN; SORBITOL; METHYLPARABEN; PROPYLPARABEN; HEMATITE; FERRIC OXIDE YELLOW; TITANIUM DIOXIDE; SHELLAC; PROPYLENE GLYCOL; BUTYL ALCOHOL; FERROSOFERRIC OXIDE; AMMONIA; GELATIN, UNSPECIFIED",5138Q19F1X,AMMONIA,alkalizing_agent,0.9645,1,0,
HIGH_CONF,6120,"CAPSULE, LIQUID FILLED",MEDIUM-CHAIN TRIGLYCERIDES; ALCOHOL; BUTYLATED HYDROXYTOLUENE; GELATIN; GLYCERIN; SORBITOL; TITANIUM DIOXIDE; FERRIC OXIDE YELLOW; WATER; PROPYLENE GLYCOL; BUTYL ALCOHOL; SHELLAC; AMMONIA; HEMATITE; FERROSOFERRIC OXIDE,5138Q19F1X,AMMONIA,alkalizing_agent,0.9645,1,0,
HIGH_CONF,6927,"CAPSULE, LIQUID FILLED",METHYLPARABEN SODIUM; PROPYLPARABEN SODIUM; GLYCERIN; GELATIN; D&C YELLOW NO. 10 ALUMINUM LAKE; AMMONIA; ISOPROPYL ALCOHOL; BUTYL ALCOHOL; PROPYLENE GLYCOL; SHELLAC; DIMETHICONE; TITANIUM DIOXIDE,5138Q19F1X,AMMONIA,alkalizing_agent,0.9645,1,0,
HIGH_CONF,6943,"CAPSULE, LIQUID FILLED","AMMONIA; FD&C BLUE NO. 1; PIGMENT RED 48; GELATIN, UNSPECIFIED; GLYCERIN; FERRIC OXIDE YELLOW; POLYETHYLENE GLYCOL 400; polysorbate 80; POLYVINYL ACETATE PHTHALATE; PROPYLENE GLYCOL; SORBITAN MONOOLEATE; SORBITOL; TITANIUM DIOXIDE; BUTYLATED HYDROXYTOLUENE; HEMATITE; POLYSORBATE 20; POVIDONE K90",5138Q19F1X,AMMONIA,alkalizing_agent,0.9645,1,0,
HIGH_CONF,7714,"CAPSULE, LIQUID FILLED","PROPYLENE GLYCOL; AMMONIA; TITANIUM DIOXIDE; FERRIC OXIDE YELLOW; YELLOW WAX; BUTYLATED HYDROXYANISOLE; EDETATE DISODIUM; HYDROGENATED SOYBEAN OIL; .ALPHA.-TOCOPHEROL, DL-; SOYBEAN OIL; GELATIN, UNSPECIFIED; GLYCERIN; SORBITOL; SHELLAC; ALCOHOL; ISOPROPYL ALCOHOL; FERROSOFERRIC OXIDE; BUTYL ALCOHOL; HEMATITE; FD&C YELLOW NO. 6",5138Q19F1X,AMMONIA,alkalizing_agent,0.9645,1,0,
HIGH_CONF,8069,"CAPSULE, LIQUID FILLED","BUTYLATED HYDROXYANISOLE; EDETATE DISODIUM; GELATIN, UNSPECIFIED; HYDROGENATED SOYBEAN OIL; polysorbate 80; SOYBEAN OIL; TITANIUM DIOXIDE; WHITE WAX; .ALPHA.-TOCOPHEROL; FERROSOFERRIC OXIDE; FD&C YELLOW NO. 6; D&C RED NO. 7; PROPYLENE GLYCOL; SHELLAC; HEMATITE; FERRIC OXIDE YELLOW; AMMONIA; DIMETHICONE 350; SILICA, TRIMETHYLSILYL CAPPED; D&C YELLOW NO. 10 ALUMINUM LAKE; FD&C BLUE NO. 1 ALUMINUM LAKE; FD&C BLUE NO. 2--ALUMINUM LAKE; FD&C RED NO. 40",5138Q19F1X,AMMONIA,alkalizing_agent,0.9645,1,0,
HIGH_CONF,8908,"CAPSULE, LIQUID FILLED",GELATIN; GLYCERIN; ALCOHOL; PROPYLENE GLYCOL; TITANIUM DIOXIDE; .ALPHA.-TOCOPHEROL; FERROSOFERRIC OXIDE; CORN GLYCERIDES; POLYOXYL 40 HYDROGENATED CASTOR OIL; POLYVINYL ACETATE PHTHALATE; POLYETHYLENE GLYCOL 400; AMMONIA; HEMATITE,5138Q19F1X,AMMONIA,alkalizing_agent,0.9645,1,0,
HIGH_CONF,9370,"CAPSULE, LIQUID FILLED",POLYOXYL 40 HYDROGENATED CASTOR OIL; GLYCERYL MONOLINOLEATE; GLYCERIN; TITANIUM DIOXIDE; POLYETHYLENE GLYCOL 8000; ASCORBYL PALMITATE; FERROSOFERRIC OXIDE; AMMONIA; PROPYLENE GLYCOL; SHELLAC,5138Q19F1X,AMMONIA,alkalizing_agent,0.9645,1,0,
HIGH_CONF,10060,"CAPSULE, LIQUID FILLED",METHYLPARABEN SODIUM; PROPYLPARABEN SODIUM; GLYCERIN; GELATIN; D&C YELLOW NO. 10 ALUMINUM LAKE; AMMONIA; ISOPROPYL ALCOHOL; BUTYL ALCOHOL; PROPYLENE GLYCOL; SHELLAC; DIMETHICONE; TITANIUM DIOXIDE,5138Q19F1X,AMMONIA,alkalizing_agent,0.9645,1,0,
HIGH_CONF,2,SOLUTION,CHERRY; ALCOHOL; MALIC ACID; WATER; SUCROSE; METHYLPARABEN; PROPYLPARABEN,3K9958V90M,ALCOHOL,preservative,0.9432,1,0,
HIGH_CONF,35,SOLUTION,ALCOHOL; GLYCERIN; LIME (CITRUS); METHYLPARABEN; PROPYLPARABEN; SORBITOL; WATER; ANHYDROUS TRISODIUM CITRATE,3K9958V90M,ALCOHOL,preservative,0.9432,1,0,
HIGH_CONF,36,SUSPENSION,"ALCOHOL; Anhydrous Citric Acid; D&C YELLOW NO. 10; FD&C RED NO. 40; GLYCERIN; METHYLPARABEN; POTASSIUM PHOSPHATE, DIBASIC; PROPYLENE GLYCOL; PROPYLPARABEN; WATER; SUCROSE; MAGNESIUM ALUMINUM SILICATE",3K9958V90M,ALCOHOL,preservative,0.9432,1,0,
HIGH_CONF,37,SOLUTION,ALCOHOL; BENZOIC ACID; Anhydrous Citric Acid; FD&C RED NO. 40; FD&C YELLOW NO. 6; GLYCERIN; SORBITOL; WATER,3K9958V90M,ALCOHOL,preservative,0.9432,1,0,
HIGH_CONF,40,SYRUP,WATER; Trisodium Citrate Dihydrate; EDETATE DISODIUM; SODIUM BENZOATE; SACCHARIN SODIUM; SODIUM PROPIONATE; ASCORBIC ACID; Anhydrous Citric Acid; SUCROSE; GLYCERIN; ALCOHOL; METHYLPARABEN; FD&C RED NO. 40; D&C YELLOW NO. 10; FD&C BLUE NO. 1,3K9958V90M,ALCOHOL,preservative,0.9432,1,0,
HIGH_CONF,105,ELIXIR,BENZOIC ACID; ALCOHOL; CITRIC ACID MONOHYDRATE; EDETATE DISODIUM; FD&C RED NO. 40; PROPYLENE GLYCOL; WATER; SACCHARIN SODIUM; SORBITOL SOLUTION,3K9958V90M,ALCOHOL,preservative,0.9432,1,0,
HIGH_CONF,298,SOLUTION,"ALCOHOL; Anhydrous Citric Acid; ASCORBIC ACID; EDETATE DISODIUM; FD&C YELLOW NO. 6; METHYLPARABEN; PROPYLENE GLYCOL; PROPYLPARABEN; SODIUM BENZOATE; SODIUM CITRATE, UNSPECIFIED FORM; SACCHARIN SODIUM; SUCROSE; WATER",3K9958V90M,ALCOHOL,preservative,0.9432,1,0,
